订单ID,用户ID,商品ID,下单时间,数量,支付金额,支付方式,订单状态
order_2902,user_3786,item_480,2024-07-19 12:45:51,2,986.14,支付宝,已完成
order_2903,user_6653,item_105,2025-02-20 06:58:28,2,746.8,支付宝,已完成
order_2904,user_4696,item_27,2024-10-30 23:34:39,2,512.1,支付宝,已完成
order_2905,user_7513,item_204,2024-09-05 02:57:29,4,415.28,微信,已完成
order_2906,user_1246,item_269,2024-07-07 04:54:08,3,551.58,支付宝,已完成
order_2907,user_8025,item_87,2025-03-30 16:05:32,1,119.6,信用卡,已完成
order_2908,user_4848,item_113,2024-07-19 08:55:29,1,145.7,支付宝,已完成
order_2909,user_6843,item_302,2024-10-20 09:26:12,4,3215.72,支付宝,已退款
order_2910,user_4779,item_380,2024-11-25 02:09:00,1,660.09,支付宝,已完成
order_2911,user_3852,item_237,2024-08-04 00:00:41,1,674.27,信用卡,已退款
order_2912,user_1677,item_329,2024-10-28 22:39:04,2,1751.66,信用卡,已完成
order_2913,user_8520,item_412,2024-08-20 23:28:37,4,2075.6,微信,已完成
order_2914,user_5360,item_254,2024-12-03 23:26:09,1,159.23,支付宝,已完成
order_2915,user_5491,item_110,2025-06-08 11:06:52,3,916.98,支付宝,已完成
order_2916,user_5766,item_448,2024-10-30 13:34:38,1,617.15,支付宝,已完成
order_2917,user_7484,item_306,2024-10-04 19:46:13,4,1135.44,信用卡,已取消
order_2918,user_7542,item_371,2024-11-19 11:41:05,3,1894.05,信用卡,已完成
order_2919,user_7802,item_32,2025-05-14 02:45:27,1,316.2,支付宝,已完成
order_2920,user_5059,item_427,2025-06-10 23:36:37,3,1096.71,信用卡,已完成
order_2921,user_3449,item_173,2024-08-12 15:08:09,3,1772.16,微信,已退款
order_2922,user_7946,item_37,2024-07-16 19:11:15,3,560.25,微信,已完成
order_2923,user_4296,item_476,2024-09-13 07:38:22,2,698.98,微信,已完成
order_2924,user_5759,item_89,2024-09-27 17:05:47,1,425.2,信用卡,已完成
order_2925,user_3006,item_327,2025-04-14 18:02:35,2,1470.58,信用卡,已完成
order_2926,user_6258,item_183,2025-02-13 12:08:05,2,1529.4,支付宝,已完成
order_2927,user_857,item_133,2025-02-09 05:50:07,1,153.61,支付宝,已完成
order_2928,user_2664,item_404,2024-09-26 11:54:20,2,1796.62,支付宝,已取消
order_2929,user_8161,item_54,2025-01-04 02:33:00,4,40.48,支付宝,已完成
order_2930,user_5820,item_273,2025-01-10 04:20:32,1,547.27,支付宝,已完成
order_2931,user_6612,item_473,2025-04-14 20:25:53,3,2083.32,支付宝,已退款
order_2932,user_4419,item_389,2025-01-08 13:11:43,3,2952.54,微信,已完成
order_2933,user_8279,item_80,2024-11-23 04:33:44,3,2082.48,信用卡,已完成
order_2934,user_388,item_79,2024-08-10 08:17:05,2,599.6,微信,已完成
order_2935,user_1194,item_141,2024-10-09 05:35:25,1,170.84,微信,已完成
order_2936,user_9353,item_464,2024-07-20 04:46:46,2,1911.72,支付宝,已完成
order_2937,user_6161,item_83,2024-10-28 06:45:33,1,202.52,支付宝,已完成
order_2938,user_1751,item_32,2024-12-24 04:07:04,2,1651.12,信用卡,已完成
order_2939,user_6872,item_237,2025-01-27 11:06:38,3,1163.67,微信,已完成
order_2940,user_3800,item_232,2024-12-01 17:52:34,4,1762.52,支付宝,已完成
order_2941,user_901,item_18,2024-07-22 01:45:48,1,436.4,信用卡,已完成
order_2942,user_1921,item_83,2024-12-31 16:27:15,1,699.3,信用卡,已完成
order_2943,user_3197,item_200,2024-07-07 21:04:34,1,767.42,微信,已完成
order_2944,user_18,item_376,2024-12-01 21:45:57,2,1653.4,支付宝,已完成
order_2945,user_6504,item_22,2025-02-27 16:40:53,4,3588.96,信用卡,已完成
order_2946,user_1860,item_322,2024-09-25 10:16:03,3,1459.5,信用卡,已完成
order_2947,user_8864,item_172,2025-06-16 12:16:37,2,1505.7,信用卡,已完成
order_2948,user_5755,item_343,2025-06-05 19:13:12,1,596.56,微信,已完成
order_2949,user_9509,item_129,2024-07-03 21:13:33,3,1207.92,支付宝,已完成
order_2950,user_447,item_464,2024-10-09 04:23:57,1,12.5,微信,已完成
order_2951,user_2796,item_347,2025-01-27 20:00:15,4,747.28,微信,已完成
order_2952,user_8056,item_193,2025-02-09 07:10:26,2,1923.64,支付宝,已完成
order_2953,user_959,item_153,2025-03-15 20:00:45,1,208.32,支付宝,已完成
order_2954,user_3056,item_485,2024-08-05 01:47:05,2,310.76,微信,已取消
order_2955,user_7640,item_62,2024-09-30 07:28:51,3,664.08,支付宝,已完成
order_2956,user_7746,item_193,2025-04-18 23:07:18,2,1230.2,信用卡,已完成
order_2957,user_9447,item_456,2025-01-28 01:53:48,1,999.02,支付宝,已完成
order_2958,user_7052,item_268,2025-03-06 16:32:35,2,1533.84,支付宝,已完成
order_2959,user_4434,item_487,2025-04-27 14:22:31,2,1590.48,信用卡,已完成
order_2960,user_2919,item_139,2024-08-14 10:03:30,4,478.56,微信,已完成
order_2961,user_765,item_424,2024-10-22 22:50:45,3,2841.9,支付宝,已完成
order_2962,user_742,item_405,2025-02-02 08:04:54,3,1138.71,支付宝,已完成
order_2963,user_2350,item_85,2024-12-01 14:47:43,3,1289.1,信用卡,已完成
order_2964,user_9789,item_317,2024-12-16 20:30:16,4,2640.24,支付宝,已退款
order_2965,user_3154,item_291,2024-07-29 05:43:52,3,2073.69,信用卡,已完成
order_2966,user_4802,item_478,2025-05-21 07:31:47,3,601.26,微信,已完成
order_2967,user_541,item_204,2025-02-28 13:43:29,4,2110.92,微信,已完成
order_2968,user_7720,item_201,2025-01-07 00:00:59,1,575.92,信用卡,已取消
order_2969,user_3497,item_231,2024-09-13 16:00:15,1,971.46,信用卡,已完成
order_2970,user_940,item_265,2025-04-26 16:38:01,3,1365.69,微信,已完成
order_2971,user_3386,item_413,2024-08-20 22:36:19,1,957.23,微信,已完成
order_2972,user_9512,item_89,2024-11-18 15:06:19,3,2655.69,微信,已退款
order_2973,user_3646,item_272,2025-01-22 12:54:43,2,1084.46,支付宝,已退款
order_2974,user_2424,item_85,2024-08-30 23:16:38,2,465.62,微信,已完成
order_2975,user_725,item_172,2025-04-26 08:38:14,3,2021.1,支付宝,已完成
order_2976,user_492,item_269,2024-09-29 20:43:09,1,532.24,支付宝,已完成
order_2977,user_3066,item_323,2025-01-21 09:50:37,3,1037.07,支付宝,已完成
order_2978,user_9986,item_349,2024-12-08 05:18:27,2,1604.64,支付宝,已完成
order_2979,user_568,item_210,2025-06-15 15:22:35,3,378.3,支付宝,已取消
order_2980,user_2775,item_475,2025-01-28 06:02:33,1,225.31,支付宝,已完成
order_2981,user_6004,item_371,2024-12-19 02:11:21,2,1864.58,支付宝,已完成
order_2982,user_7653,item_67,2024-07-12 21:10:44,1,524.89,信用卡,已完成
order_2983,user_9634,item_338,2024-06-27 00:58:44,3,444.93,信用卡,已完成
order_2984,user_1979,item_68,2025-05-08 06:02:13,4,3124.8,支付宝,已完成
order_2985,user_6317,item_40,2024-12-24 02:31:10,1,732.61,信用卡,已取消
order_2986,user_571,item_389,2025-05-14 17:57:14,1,589.09,支付宝,已完成
order_2987,user_1194,item_195,2025-02-22 17:16:14,3,1293.75,微信,已完成
order_2988,user_7001,item_313,2024-10-16 23:38:56,3,2649.51,信用卡,已完成
order_2989,user_6009,item_333,2025-03-07 06:35:53,1,179.58,支付宝,已完成
order_2990,user_730,item_301,2024-08-30 15:45:32,4,3835.08,支付宝,已完成
order_2991,user_543,item_239,2024-06-26 20:42:32,3,1674.06,微信,已完成
order_2992,user_7511,item_213,2024-07-20 00:31:13,4,2678.56,微信,已完成
order_2993,user_5266,item_106,2025-06-24 04:33:45,3,929.1,支付宝,已完成
order_2994,user_2759,item_426,2025-06-19 15:32:49,4,3030.36,微信,已退款
order_2995,user_3062,item_419,2024-12-30 21:57:01,2,1735.88,支付宝,已完成
order_2996,user_5333,item_138,2024-10-10 19:00:59,3,1481.04,支付宝,已完成
order_2997,user_5854,item_276,2025-02-13 20:10:47,2,162.34,微信,已完成
order_2998,user_514,item_304,2024-10-02 02:06:11,3,1038.51,支付宝,已完成
order_2999,user_3856,item_202,2025-05-18 16:14:28,3,2260.71,微信,已取消
order_3000,user_6624,item_345,2025-03-17 17:41:14,2,1571.58,支付宝,已完成
order_3001,user_1891,item_390,2024-11-21 06:56:10,3,1698.18,微信,已取消
order_3002,user_5518,item_261,2024-11-10 03:06:03,2,351.38,微信,已完成
order_3003,user_2808,item_309,2025-05-19 19:44:46,2,984.3,信用卡,已完成
order_3004,user_9531,item_408,2025-02-27 04:14:39,3,347.58,微信,已完成
order_3005,user_2288,item_150,2024-09-17 06:39:39,2,1746.32,微信,已完成
order_3006,user_9944,item_435,2025-02-08 21:43:38,3,2665.26,微信,已退款
order_3007,user_8951,item_127,2025-05-19 03:23:35,2,690.3,支付宝,已完成
order_3008,user_5413,item_227,2025-01-10 20:15:15,3,836.31,支付宝,已退款
order_3009,user_1420,item_200,2024-10-13 21:39:35,3,465.48,支付宝,已完成
order_3010,user_7940,item_348,2024-07-14 07:35:49,1,865.23,微信,已完成
order_3011,user_5965,item_133,2024-08-28 08:09:27,1,900.43,信用卡,已取消
order_3012,user_3860,item_267,2025-04-09 17:19:58,2,1629.98,支付宝,已完成
order_3013,user_9590,item_256,2025-01-20 01:43:17,4,2691.12,信用卡,已完成
order_3014,user_4631,item_340,2025-01-31 07:56:57,4,2228.88,微信,已完成
order_3015,user_3187,item_376,2024-07-23 19:29:31,4,1197.92,支付宝,已完成
order_3016,user_1842,item_201,2024-10-21 09:48:04,4,501.52,支付宝,已取消
order_3017,user_2991,item_296,2024-07-31 11:51:14,2,502.98,支付宝,已完成
order_3018,user_6268,item_208,2024-11-27 04:09:26,3,1181.07,信用卡,已完成
order_3019,user_363,item_278,2025-03-24 21:28:53,3,1610.55,支付宝,已完成
order_3020,user_5504,item_214,2024-08-13 09:52:37,2,1022.8,微信,已完成
order_3021,user_3055,item_26,2025-05-15 04:27:07,3,1947.45,微信,已完成
order_3022,user_222,item_187,2024-08-19 21:17:00,1,432.13,信用卡,已完成
order_3023,user_259,item_210,2025-04-04 05:49:33,2,512.06,支付宝,已完成
order_3024,user_2546,item_3,2025-01-28 18:24:34,4,1459.12,信用卡,已完成
order_3025,user_3640,item_459,2024-10-13 04:23:19,3,65.22,支付宝,已取消
order_3026,user_2327,item_136,2025-06-02 17:48:17,3,1907.01,信用卡,已完成
order_3027,user_7738,item_412,2024-12-11 09:49:49,4,2277.4,支付宝,已完成
order_3028,user_8173,item_91,2024-09-16 12:54:52,2,1638.62,信用卡,已完成
order_3029,user_2358,item_90,2025-02-18 17:24:40,3,1673.4,信用卡,已完成
order_3030,user_8247,item_371,2025-01-08 16:54:51,3,1984.11,信用卡,已完成
order_3031,user_5370,item_293,2025-05-04 03:21:27,2,746.08,支付宝,已完成
order_3032,user_6826,item_422,2024-10-28 06:27:22,1,66.05,信用卡,已取消
order_3033,user_4037,item_313,2025-06-04 22:29:18,2,1069.78,信用卡,已完成
order_3034,user_6476,item_127,2025-03-18 13:17:26,2,579.6,信用卡,已完成
order_3035,user_8369,item_495,2024-11-06 17:14:26,3,2397.33,微信,已完成
order_3036,user_488,item_159,2025-02-28 07:51:39,1,758.12,信用卡,已完成
order_3037,user_8439,item_409,2024-10-06 03:42:19,3,358.14,微信,已完成
order_3038,user_5663,item_316,2025-04-14 23:15:54,3,1597.89,信用卡,已完成
order_3039,user_6824,item_323,2025-03-28 12:23:41,4,2317.24,微信,已完成
order_3040,user_9659,item_14,2024-12-19 11:17:13,4,378.08,信用卡,已取消
order_3041,user_9828,item_16,2024-10-10 16:18:55,4,164.04,信用卡,已完成
order_3042,user_4306,item_32,2024-09-30 03:51:58,4,2478.76,微信,已完成
order_3043,user_6456,item_119,2025-03-10 20:31:04,4,1797.2,信用卡,已完成
order_3044,user_4403,item_76,2024-10-29 13:32:03,3,2128.89,支付宝,已完成
order_3045,user_3043,item_66,2024-11-06 07:52:09,4,2914.52,支付宝,已完成
order_3046,user_2230,item_133,2024-09-16 10:48:20,3,1047.03,支付宝,已完成
order_3047,user_2194,item_409,2024-12-22 05:17:20,1,457.91,信用卡,已完成
order_3048,user_7936,item_362,2025-02-14 11:31:15,1,37.35,微信,已完成
order_3049,user_1670,item_76,2024-11-01 05:05:31,4,755.28,支付宝,已退款
order_3050,user_2393,item_122,2024-07-02 19:36:38,4,280.64,支付宝,已完成
order_3051,user_6429,item_50,2025-06-16 14:54:57,3,1780.47,信用卡,已取消
order_3052,user_3046,item_97,2025-03-22 08:06:43,3,2199.78,信用卡,已退款
order_3053,user_4156,item_227,2024-08-17 14:03:46,1,884.55,支付宝,已完成
order_3054,user_6466,item_361,2025-03-04 16:56:12,1,508.24,支付宝,已取消
order_3055,user_1123,item_400,2025-06-19 19:42:51,2,1738.94,支付宝,已完成
order_3056,user_2843,item_205,2024-06-27 10:43:58,4,1319.84,支付宝,已取消
order_3057,user_5325,item_402,2025-02-18 01:57:08,1,722.88,微信,已完成
order_3058,user_6968,item_298,2024-12-28 17:13:13,2,143.64,支付宝,已取消
order_3059,user_5588,item_3,2024-06-28 07:32:02,1,61.94,支付宝,已完成
order_3060,user_9421,item_77,2025-06-11 17:43:29,1,730.58,支付宝,已完成
order_3061,user_7847,item_157,2024-06-30 08:55:39,2,360.02,微信,已退款
order_3062,user_8390,item_48,2025-03-14 21:43:36,3,306.99,微信,已完成
order_3063,user_2206,item_460,2024-09-02 01:07:17,4,3408.44,信用卡,已完成
order_3064,user_3168,item_80,2024-12-04 02:36:25,3,2727.15,信用卡,已完成
order_3065,user_1430,item_299,2025-01-28 11:59:34,4,3603.12,信用卡,已完成
order_3066,user_5401,item_205,2025-06-09 08:09:10,1,469.49,支付宝,已取消
order_3067,user_6731,item_397,2025-03-24 03:24:19,4,3122.56,微信,已完成
order_3068,user_8333,item_356,2025-03-26 18:52:36,2,1046.44,支付宝,已退款
order_3069,user_1038,item_404,2025-01-02 13:14:30,2,240.96,支付宝,已完成
order_3070,user_6890,item_378,2025-04-18 18:20:23,1,389.67,信用卡,已取消
order_3071,user_9511,item_182,2024-11-26 04:43:36,2,327.52,微信,已退款
order_3072,user_6212,item_306,2025-01-21 15:23:50,2,1737.88,支付宝,已完成
order_3073,user_1007,item_208,2024-07-28 04:00:36,1,487.43,信用卡,已完成
order_3074,user_6198,item_102,2025-04-28 09:51:54,1,974.57,支付宝,已退款
order_3075,user_9394,item_293,2025-06-02 03:16:26,2,1583.54,支付宝,已完成
order_3076,user_4741,item_434,2025-03-05 17:40:25,4,1499.96,微信,已完成
order_3077,user_4407,item_3,2025-03-06 13:53:31,2,488.54,微信,已取消
order_3078,user_2541,item_129,2024-07-26 18:12:59,2,1961.46,支付宝,已完成
order_3079,user_6851,item_437,2025-01-21 20:13:27,3,1864.32,微信,已完成
order_3080,user_8151,item_62,2024-07-08 16:06:01,4,757.76,支付宝,已完成
order_3081,user_4480,item_140,2025-06-08 07:01:27,3,671.04,微信,已完成
order_3082,user_3047,item_51,2025-05-15 19:13:56,3,2226.06,信用卡,已完成
order_3083,user_1765,item_496,2025-05-09 13:50:50,1,45.79,信用卡,已完成
order_3084,user_7858,item_431,2025-03-14 11:32:10,1,642.35,微信,已退款
order_3085,user_9443,item_48,2024-12-16 12:59:48,3,2881.8,微信,已退款
order_3086,user_7271,item_132,2025-03-14 17:26:04,2,840.26,微信,已完成
order_3087,user_1654,item_168,2024-08-13 13:57:55,4,2271.92,微信,已完成
order_3088,user_5986,item_303,2024-11-10 17:47:52,3,2604.6,信用卡,已完成
order_3089,user_5357,item_287,2025-05-08 07:19:08,3,1693.08,微信,已完成
order_3090,user_3853,item_106,2024-11-19 19:43:52,4,2213.8,微信,已完成
order_3091,user_4890,item_13,2025-05-14 00:11:54,2,876.5,支付宝,已完成
order_3092,user_5286,item_490,2025-02-15 04:16:19,2,417.68,微信,已退款
order_3093,user_6988,item_163,2024-11-12 16:07:52,2,242.86,信用卡,已完成
order_3094,user_4830,item_345,2024-11-23 20:25:46,3,935.67,微信,已完成
order_3095,user_1276,item_226,2024-09-03 11:08:51,1,480.82,信用卡,已完成
order_3096,user_1057,item_324,2025-05-18 13:03:15,3,323.64,支付宝,已完成
order_3097,user_3205,item_413,2025-04-20 21:36:32,3,803.37,支付宝,已完成
order_3098,user_1395,item_322,2025-05-07 22:49:21,3,1625.88,信用卡,已完成
order_3099,user_3460,item_134,2025-03-24 08:26:25,4,2916.36,微信,已退款
order_3100,user_8289,item_325,2024-06-29 22:14:05,3,2488.2,微信,已完成
order_3101,user_7943,item_56,2024-08-14 02:31:55,3,1643.55,支付宝,已完成
order_3102,user_2306,item_494,2024-12-23 08:15:20,1,954.04,信用卡,已完成
order_3103,user_6522,item_17,2024-11-17 12:46:42,4,862.44,信用卡,已完成
order_3104,user_9698,item_485,2025-06-25 06:06:39,4,2593.08,信用卡,已完成
order_3105,user_9029,item_396,2024-09-09 14:27:13,3,2508.24,信用卡,已完成
order_3106,user_8393,item_476,2024-12-16 07:24:45,2,1963.04,支付宝,已完成
order_3107,user_9121,item_61,2024-06-30 06:55:15,2,318.08,支付宝,已完成
order_3108,user_1639,item_352,2024-09-20 16:22:18,1,413.26,信用卡,已完成
order_3109,user_1398,item_264,2025-04-11 06:15:24,3,1007.94,支付宝,已完成
order_3110,user_4807,item_190,2024-07-04 08:01:37,2,103.7,信用卡,已完成
order_3111,user_4956,item_55,2025-04-17 04:38:40,4,2831.88,支付宝,已完成
order_3112,user_5550,item_215,2024-10-13 20:00:42,4,168.64,微信,已完成
order_3113,user_8476,item_472,2025-03-17 22:52:29,4,2326.56,支付宝,已完成
order_3114,user_6788,item_115,2025-06-19 11:42:24,2,1597.16,支付宝,已完成
order_3115,user_6325,item_435,2025-03-29 01:51:03,3,487.35,微信,已完成
order_3116,user_178,item_220,2024-11-12 14:46:56,4,3896.8,支付宝,已完成
order_3117,user_7417,item_116,2024-09-09 00:40:00,2,481.52,信用卡,已完成
order_3118,user_3882,item_386,2024-07-31 14:11:50,3,1841.64,支付宝,已完成
order_3119,user_8162,item_66,2025-05-09 15:56:14,3,1163.28,信用卡,已完成
order_3120,user_6843,item_3,2025-02-19 21:20:56,4,2710.8,信用卡,已完成
order_3121,user_6142,item_438,2025-02-24 11:16:32,1,534.28,微信,已取消
order_3122,user_1770,item_90,2024-10-22 09:28:38,1,189.25,支付宝,已完成
order_3123,user_9746,item_418,2025-05-06 14:37:04,4,438.2,支付宝,已取消
order_3124,user_6355,item_340,2025-04-01 10:07:06,1,629.14,信用卡,已完成
order_3125,user_9734,item_72,2024-09-20 12:53:39,2,555.42,支付宝,已完成
order_3126,user_863,item_73,2024-09-25 15:05:27,3,2522.94,支付宝,已完成
order_3127,user_2781,item_221,2025-01-04 10:16:44,4,1451.2,信用卡,已完成
order_3128,user_1733,item_316,2024-11-14 15:02:46,2,355.92,信用卡,已完成
order_3129,user_9044,item_228,2024-07-10 22:36:45,4,3535.28,信用卡,已完成
order_3130,user_9146,item_381,2024-10-13 16:29:15,2,469.84,支付宝,已完成
order_3131,user_4236,item_252,2025-01-04 01:13:49,3,1093.98,微信,已取消
order_3132,user_1918,item_453,2025-06-12 22:16:13,2,1938.34,信用卡,已取消
order_3133,user_5958,item_327,2025-03-27 01:50:55,2,1200.96,支付宝,已完成
order_3134,user_7423,item_62,2025-03-28 05:04:04,3,601.95,支付宝,已完成
order_3135,user_4268,item_1,2025-02-17 00:13:45,2,1951.74,支付宝,已取消
order_3136,user_1839,item_223,2024-09-15 20:28:27,3,345.72,支付宝,已完成
order_3137,user_4455,item_278,2024-06-29 10:09:19,1,136.74,微信,已完成
