用户ID,性别,年龄,注册时间,省份,设备类型,是否会员
user_2018,男,39,2025-02-12,四川,电脑,0
user_2019,女,45,2024-08-27,北京,手机,1
user_2020,女,26,2025-01-05,北京,平板,0
user_2021,男,43,2025-04-28,广东,电脑,1
user_2022,女,26,2023-12-10,广东,电脑,0
user_2023,男,32,2024-05-25,上海,平板,1
user_2024,男,27,2024-06-10,广东,电脑,0
user_2025,男,41,2025-05-15,浙江,手机,0
user_2026,女,59,2023-12-20,北京,手机,1
user_2027,女,25,2024-05-12,四川,电脑,1
user_2028,女,41,2024-03-15,浙江,电脑,0
user_2029,男,33,2025-03-29,四川,平板,1
user_2030,女,43,2024-06-12,浙江,手机,1
user_2031,男,44,2024-04-30,四川,平板,1
user_2032,女,54,2024-05-14,上海,电脑,1
user_2033,男,21,2025-01-12,浙江,平板,1
user_2034,男,41,2023-09-07,上海,平板,0
user_2035,女,36,2024-02-23,四川,平板,0
user_2036,男,53,2024-05-22,上海,平板,0
user_2037,男,56,2024-02-23,浙江,平板,0
user_2038,男,27,2024-11-23,四川,手机,0
user_2039,女,42,2024-01-09,上海,手机,1
user_2040,男,35,2024-04-11,四川,平板,1
user_2041,女,36,2023-10-22,四川,手机,1
user_2042,男,53,2024-12-10,广东,电脑,0
user_2043,女,27,2025-06-11,北京,平板,1
user_2044,女,50,2024-06-28,广东,手机,0
user_2045,男,22,2023-08-17,四川,手机,1
user_2046,男,52,2023-09-04,上海,电脑,0
user_2047,男,51,2025-04-02,广东,电脑,0
user_2048,男,50,2023-08-31,四川,电脑,0
user_2049,男,38,2023-09-06,北京,电脑,1
user_2050,男,34,2024-05-26,广东,手机,1
user_2051,女,39,2023-09-09,广东,电脑,0
user_2052,男,54,2025-01-24,上海,手机,0
user_2053,女,32,2025-01-19,四川,平板,1
user_2054,男,52,2024-04-10,广东,手机,1
user_2055,女,45,2025-03-17,四川,电脑,0
user_2056,女,24,2023-10-05,北京,电脑,0
user_2057,男,49,2024-08-31,广东,平板,0
user_2058,男,28,2023-08-11,四川,平板,0
user_2059,女,27,2024-09-23,四川,电脑,1
user_2060,男,26,2024-09-04,四川,手机,0
user_2061,女,31,2024-09-04,四川,手机,0
user_2062,女,30,2024-03-08,四川,电脑,0
user_2063,男,42,2024-11-27,浙江,平板,1
user_2064,男,19,2023-09-28,北京,手机,1
user_2065,女,52,2024-05-10,四川,电脑,1
user_2066,女,24,2024-03-26,上海,平板,1
user_2067,男,38,2025-05-04,上海,平板,0
user_2068,女,35,2024-11-23,北京,电脑,0
user_2069,男,20,2025-06-25,四川,电脑,1
user_2070,男,59,2025-01-28,四川,平板,1
user_2071,女,56,2024-05-19,广东,平板,1
user_2072,女,58,2025-04-30,上海,平板,1
user_2073,女,28,2025-06-06,上海,电脑,1
user_2074,男,56,2025-01-06,上海,平板,0
user_2075,女,41,2023-08-04,北京,手机,0
user_2076,女,36,2024-02-04,四川,平板,1
user_2077,女,21,2024-10-04,四川,手机,0
user_2078,男,43,2024-02-23,浙江,平板,0
user_2079,女,55,2024-03-25,浙江,平板,1
user_2080,女,59,2023-09-14,上海,平板,0
user_2081,男,49,2024-09-16,浙江,电脑,0
user_2082,女,56,2024-07-24,北京,手机,0
user_2083,女,53,2023-12-08,广东,手机,0
user_2084,女,57,2023-10-24,上海,手机,1
user_2085,女,54,2024-11-17,北京,电脑,1
user_2086,男,50,2024-07-04,北京,手机,1
user_2087,男,53,2023-12-17,广东,平板,1
user_2088,男,20,2025-04-14,四川,手机,0
user_2089,男,26,2023-09-18,四川,手机,0
user_2090,男,25,2024-03-23,广东,平板,0
user_2091,女,50,2025-04-12,上海,平板,0
user_2092,女,23,2024-08-31,四川,电脑,0
user_2093,女,58,2024-04-06,北京,电脑,1
user_2094,女,56,2023-09-23,广东,手机,1
user_2095,女,21,2025-02-07,广东,平板,0
user_2096,男,30,2024-01-28,北京,电脑,1
user_2097,女,19,2024-09-13,广东,手机,1
user_2098,男,22,2023-12-18,广东,手机,0
user_2099,男,44,2025-03-13,浙江,手机,0
user_2100,男,49,2024-05-24,上海,电脑,1
user_2101,男,38,2025-04-12,北京,手机,1
user_2102,女,25,2024-09-03,北京,平板,1
user_2103,女,55,2025-02-11,上海,手机,1
user_2104,男,25,2025-03-22,广东,手机,1
user_2105,男,20,2024-10-20,北京,平板,1
user_2106,男,20,2024-10-14,浙江,平板,0
user_2107,男,39,2024-12-01,北京,手机,1
user_2108,女,23,2024-11-06,北京,手机,0
user_2109,女,19,2024-08-31,北京,电脑,1
user_2110,男,40,2023-07-16,北京,平板,0
user_2111,男,19,2024-10-11,广东,电脑,1
user_2112,男,55,2025-06-16,四川,电脑,0
user_2113,男,34,2024-11-17,浙江,电脑,1
user_2114,女,52,2025-03-31,四川,平板,0
user_2115,女,51,2024-12-15,北京,电脑,1
user_2116,男,40,2024-01-19,北京,手机,0
user_2117,男,47,2023-07-18,四川,手机,0
user_2118,女,25,2023-11-13,广东,电脑,1
user_2119,女,39,2024-01-24,上海,手机,0
user_2120,男,53,2024-12-22,北京,手机,1
user_2121,女,22,2025-02-07,四川,平板,1
user_2122,女,30,2024-02-20,四川,平板,0
user_2123,男,46,2025-06-10,浙江,电脑,1
user_2124,女,48,2024-03-15,广东,手机,0
user_2125,男,33,2024-03-24,上海,平板,0
user_2126,女,59,2023-06-30,广东,手机,0
user_2127,男,47,2023-11-13,北京,电脑,0
user_2128,女,33,2025-05-01,浙江,平板,1
user_2129,女,29,2023-10-15,四川,电脑,1
user_2130,女,34,2024-09-07,上海,手机,1
user_2131,男,33,2024-11-17,浙江,手机,0
user_2132,男,29,2024-05-02,上海,电脑,0
user_2133,男,25,2023-08-19,浙江,平板,1
user_2134,女,37,2023-10-14,上海,电脑,0
user_2135,男,20,2025-01-21,广东,手机,0
user_2136,女,33,2024-10-29,北京,平板,0
user_2137,男,47,2023-07-19,广东,电脑,0
user_2138,女,40,2023-09-05,北京,手机,0
user_2139,男,45,2025-01-25,广东,手机,0
user_2140,女,57,2024-08-11,上海,电脑,0
user_2141,男,22,2023-12-10,上海,手机,0
user_2142,女,37,2024-04-13,北京,手机,0
user_2143,女,57,2024-05-17,北京,电脑,0
user_2144,女,18,2024-06-12,浙江,手机,1
user_2145,女,47,2024-03-16,上海,平板,1
user_2146,男,38,2023-10-26,北京,手机,0
user_2147,男,37,2024-04-08,上海,平板,1
user_2148,女,23,2024-02-23,广东,平板,1
user_2149,男,39,2025-01-06,北京,平板,0
user_2150,女,35,2024-03-03,上海,电脑,0
user_2151,男,25,2025-02-18,广东,手机,1
user_2152,男,56,2024-09-08,北京,电脑,0
user_2153,男,49,2024-10-01,四川,电脑,1
user_2154,女,50,2023-08-30,四川,电脑,0
user_2155,女,33,2025-05-12,广东,平板,1
user_2156,女,29,2023-08-05,浙江,电脑,1
user_2157,男,55,2023-10-24,上海,手机,0
user_2158,女,51,2023-10-26,上海,电脑,0
user_2159,女,31,2025-01-31,浙江,电脑,0
user_2160,女,53,2024-10-17,广东,平板,0
user_2161,男,50,2023-08-03,北京,电脑,1
user_2162,女,40,2024-11-30,上海,平板,0
user_2163,女,19,2023-08-28,四川,平板,1
user_2164,女,58,2024-01-23,浙江,电脑,1
user_2165,女,38,2024-06-04,广东,电脑,1
user_2166,女,19,2024-11-21,浙江,手机,0
user_2167,女,44,2024-05-20,上海,电脑,0
user_2168,女,26,2024-07-07,北京,电脑,0
user_2169,女,18,2024-10-09,上海,手机,0
user_2170,男,28,2024-06-03,广东,手机,0
user_2171,女,20,2024-05-12,上海,平板,1
user_2172,女,40,2024-01-24,广东,平板,1
user_2173,男,43,2023-12-10,四川,手机,1
user_2174,男,21,2025-02-01,广东,电脑,1
user_2175,女,35,2024-07-27,浙江,平板,0
user_2176,女,23,2023-09-22,四川,手机,1
user_2177,男,52,2024-03-20,上海,平板,0
user_2178,女,39,2024-05-24,上海,平板,1
user_2179,女,32,2023-09-20,广东,手机,1
user_2180,男,39,2024-02-01,浙江,平板,1
user_2181,男,54,2024-12-03,浙江,电脑,0
user_2182,女,59,2024-12-03,上海,平板,0
user_2183,女,29,2024-09-28,北京,电脑,1
user_2184,女,59,2024-07-07,上海,电脑,1
user_2185,女,55,2024-08-08,四川,电脑,1
user_2186,男,35,2024-11-25,四川,手机,0
user_2187,男,52,2024-02-20,广东,平板,1
user_2188,女,47,2023-07-31,上海,电脑,0
user_2189,女,41,2023-12-14,上海,电脑,0
user_2190,女,59,2024-04-28,四川,电脑,1
user_2191,男,47,2024-10-03,上海,手机,0
user_2192,男,31,2023-08-07,四川,电脑,0
user_2193,男,23,2023-07-01,上海,手机,1
user_2194,女,20,2023-12-01,上海,手机,1
user_2195,男,33,2024-02-15,浙江,手机,1
user_2196,男,24,2023-12-07,上海,电脑,1
user_2197,女,31,2025-02-11,上海,手机,0
user_2198,女,26,2023-10-10,浙江,平板,0
user_2199,女,32,2025-02-08,上海,手机,0
user_2200,女,38,2024-01-10,浙江,平板,1
user_2201,男,52,2024-02-05,四川,平板,1
user_2202,男,19,2024-03-06,四川,平板,1
user_2203,女,44,2023-09-27,上海,手机,0
user_2204,女,19,2023-07-02,北京,电脑,0
user_2205,女,52,2024-07-16,四川,电脑,1
user_2206,女,35,2025-01-26,四川,手机,0
user_2207,女,31,2024-05-25,浙江,电脑,1
user_2208,女,37,2023-11-09,四川,手机,1
user_2209,男,35,2023-10-04,上海,平板,1
user_2210,女,27,2024-04-16,浙江,平板,0
user_2211,男,42,2024-08-12,浙江,平板,0
user_2212,男,19,2024-12-23,上海,电脑,1
user_2213,男,42,2023-12-21,上海,电脑,1
user_2214,男,50,2024-07-18,广东,手机,0
user_2215,女,53,2024-09-01,浙江,电脑,0
user_2216,女,48,2025-04-03,上海,平板,0
user_2217,女,31,2024-11-25,北京,手机,1
user_2218,女,18,2025-03-13,广东,平板,1
user_2219,男,33,2024-03-27,浙江,手机,0
user_2220,女,20,2023-08-20,北京,平板,0
user_2221,女,52,2024-04-29,浙江,电脑,1
user_2222,男,58,2025-04-25,北京,平板,0
user_2223,女,23,2025-01-22,上海,电脑,1
user_2224,男,42,2023-07-28,上海,手机,0
user_2225,男,30,2024-05-29,广东,手机,1
user_2226,男,51,2023-07-10,北京,平板,0
user_2227,女,25,2024-06-17,上海,电脑,1
user_2228,男,38,2025-06-10,上海,平板,0
user_2229,男,51,2023-08-25,浙江,平板,0
user_2230,男,21,2025-04-25,浙江,平板,1
user_2231,女,42,2024-02-24,北京,平板,0
user_2232,男,32,2024-09-15,浙江,手机,0
user_2233,女,21,2024-05-24,上海,手机,0
user_2234,男,29,2024-09-13,浙江,手机,0
user_2235,女,49,2024-05-05,上海,平板,0
user_2236,男,49,2024-12-28,北京,平板,0
user_2237,男,45,2024-11-04,北京,电脑,0
user_2238,女,30,2024-05-15,广东,平板,0
user_2239,男,48,2024-02-05,四川,电脑,1
user_2240,男,31,2023-09-23,上海,手机,0
user_2241,女,37,2024-05-05,广东,手机,0
user_2242,女,35,2023-07-12,广东,手机,1
user_2243,男,46,2024-03-04,浙江,手机,0
user_2244,女,23,2023-11-06,四川,电脑,0
user_2245,男,49,2025-03-09,上海,电脑,1
user_2246,女,46,2024-10-18,北京,平板,0
user_2247,女,19,2024-06-17,北京,平板,1
user_2248,女,40,2025-04-02,上海,电脑,0
user_2249,女,36,2024-12-12,浙江,手机,1
user_2250,男,48,2025-06-09,四川,平板,1
user_2251,女,22,2024-04-02,四川,平板,0
user_2252,男,36,2023-09-02,上海,手机,0
user_2253,女,51,2024-05-30,上海,平板,1
user_2254,男,27,2025-04-11,四川,手机,0
user_2255,男,42,2023-09-16,广东,电脑,1
user_2256,男,19,2023-12-31,上海,电脑,0
user_2257,男,28,2024-05-29,上海,平板,1
user_2258,女,48,2024-09-25,上海,电脑,1
user_2259,男,32,2024-05-02,四川,电脑,1
user_2260,男,26,2024-08-05,上海,平板,1
user_2261,女,40,2023-08-26,上海,手机,0
user_2262,男,36,2024-04-28,上海,平板,1
user_2263,女,26,2025-05-02,上海,电脑,0
user_2264,男,52,2024-02-21,浙江,手机,0
user_2265,男,38,2025-01-25,上海,手机,0
user_2266,男,26,2024-03-15,上海,平板,0
user_2267,男,45,2023-12-15,四川,手机,1
user_2268,女,24,2024-03-10,广东,手机,0
user_2269,男,33,2025-02-20,浙江,手机,0
user_2270,女,33,2023-11-03,广东,平板,1
user_2271,男,50,2023-08-24,广东,电脑,0
user_2272,女,21,2024-07-26,浙江,电脑,0
user_2273,女,21,2024-10-29,浙江,电脑,1
user_2274,男,56,2023-09-22,浙江,手机,1
user_2275,女,57,2024-08-11,北京,电脑,0
user_2276,男,34,2024-07-26,广东,电脑,1
user_2277,女,54,2023-11-23,浙江,电脑,1
user_2278,女,56,2025-05-29,北京,电脑,0
user_2279,女,46,2025-02-17,上海,手机,0
user_2280,男,53,2024-03-23,北京,平板,1
user_2281,女,55,2024-03-24,浙江,电脑,1
user_2282,女,56,2025-01-10,浙江,电脑,1
user_2283,男,54,2025-03-23,浙江,手机,0
user_2284,女,52,2024-11-08,四川,手机,0
user_2285,女,24,2025-03-20,广东,平板,1
user_2286,女,44,2023-10-18,广东,平板,0
user_2287,女,45,2023-12-26,浙江,平板,0
user_2288,男,39,2023-09-13,浙江,手机,1
user_2289,男,31,2023-10-17,上海,电脑,1
user_2290,男,24,2024-01-10,广东,手机,0
user_2291,男,54,2023-11-26,北京,手机,1
user_2292,女,39,2023-11-07,四川,手机,0
user_2293,女,22,2024-10-05,上海,电脑,1
user_2294,女,19,2023-10-22,四川,平板,1
user_2295,女,44,2025-02-05,浙江,平板,0
user_2296,男,38,2025-02-04,四川,电脑,0
user_2297,女,55,2024-11-16,上海,平板,1
user_2298,女,32,2023-08-23,北京,手机,1
user_2299,男,38,2023-11-10,北京,手机,1
user_2300,女,27,2025-02-15,广东,平板,1
user_2301,男,40,2024-10-25,上海,电脑,0
user_2302,男,56,2024-07-13,上海,电脑,0
user_2303,男,22,2024-06-20,浙江,平板,0
user_2304,男,18,2025-01-31,上海,手机,0
user_2305,男,30,2024-09-05,广东,电脑,1
user_2306,男,38,2025-02-05,上海,手机,1
user_2307,男,43,2024-09-18,浙江,手机,1
user_2308,男,38,2024-06-08,广东,手机,0
user_2309,女,35,2024-12-06,浙江,平板,0
user_2310,男,54,2025-06-12,北京,电脑,0
user_2311,男,49,2025-05-11,北京,手机,0
user_2312,女,53,2024-09-06,四川,平板,1
user_2313,女,34,2024-11-06,浙江,电脑,1
user_2314,女,52,2024-10-31,广东,平板,1
user_2315,女,28,2024-10-23,上海,电脑,1
user_2316,女,38,2024-03-03,四川,手机,1
user_2317,女,43,2025-04-27,北京,手机,1
user_2318,女,21,2024-10-25,上海,手机,0
user_2319,女,51,2024-02-26,上海,电脑,1
user_2320,女,35,2023-10-21,四川,电脑,0
user_2321,男,57,2024-06-01,广东,手机,1
user_2322,男,52,2023-08-18,广东,平板,1
user_2323,男,58,2024-06-24,四川,电脑,1
user_2324,男,46,2024-06-03,广东,电脑,1
user_2325,男,46,2024-10-28,浙江,电脑,0
user_2326,男,55,2024-02-16,四川,平板,0
user_2327,男,59,2025-03-05,浙江,手机,1
user_2328,女,38,2024-01-25,上海,电脑,0
user_2329,女,59,2024-09-27,四川,手机,0
user_2330,男,30,2023-08-08,上海,平板,0
user_2331,男,58,2024-03-25,浙江,平板,0
user_2332,男,34,2024-07-24,广东,电脑,1
user_2333,男,26,2023-08-22,广东,平板,1
user_2334,男,58,2024-02-22,上海,平板,1
user_2335,男,18,2024-06-18,广东,手机,0
user_2336,女,19,2024-06-11,浙江,平板,1
user_2337,女,46,2023-07-25,上海,手机,1
user_2338,男,50,2023-08-09,广东,手机,0
user_2339,男,27,2024-04-07,广东,平板,0
user_2340,男,57,2025-04-01,四川,电脑,0
user_2341,女,38,2024-02-03,浙江,平板,0
user_2342,女,45,2023-08-24,北京,平板,0
user_2343,女,28,2024-11-07,浙江,电脑,1
user_2344,男,51,2025-04-27,四川,平板,0
user_2345,男,25,2025-04-20,浙江,手机,1
user_2346,女,39,2023-09-04,上海,电脑,0
user_2347,女,25,2024-10-15,浙江,手机,1
user_2348,男,32,2024-09-29,北京,平板,1
user_2349,女,34,2024-07-23,四川,平板,0
user_2350,女,40,2024-04-19,四川,电脑,0
user_2351,女,41,2024-06-19,广东,平板,1
user_2352,男,36,2024-09-18,广东,手机,0
user_2353,男,22,2024-08-29,北京,手机,1
user_2354,女,49,2025-03-02,广东,平板,0
user_2355,男,18,2025-01-19,四川,电脑,1
user_2356,女,40,2025-05-21,浙江,电脑,1
user_2357,女,54,2023-07-27,北京,平板,1
user_2358,女,25,2024-06-09,上海,平板,1
user_2359,男,30,2025-06-01,上海,电脑,0
user_2360,女,25,2025-03-16,浙江,平板,0
user_2361,男,40,2024-09-12,浙江,平板,1
user_2362,女,18,2024-11-13,上海,手机,0
user_2363,男,41,2023-11-19,北京,电脑,0
user_2364,男,52,2024-03-01,浙江,电脑,0
user_2365,男,41,2024-10-07,北京,电脑,1
user_2366,男,34,2024-06-29,北京,手机,1
user_2367,女,22,2024-07-19,上海,平板,1
user_2368,男,37,2023-10-21,北京,手机,0
user_2369,女,38,2023-08-13,浙江,电脑,0
user_2370,女,57,2024-06-09,北京,电脑,1
user_2371,女,48,2023-09-14,浙江,电脑,0
user_2372,男,53,2025-03-16,北京,手机,0
user_2373,女,28,2025-05-24,四川,手机,0
user_2374,女,32,2025-04-06,广东,平板,0
user_2375,男,36,2024-03-18,浙江,电脑,1
user_2376,女,24,2024-12-31,四川,手机,0
user_2377,女,45,2023-08-30,北京,平板,0
user_2378,女,22,2024-07-21,北京,电脑,1
user_2379,男,22,2024-11-08,四川,平板,0
user_2380,男,47,2023-11-07,北京,手机,0
user_2381,男,49,2023-07-26,四川,电脑,1
user_2382,男,25,2024-01-04,北京,手机,0
user_2383,男,27,2024-12-26,北京,平板,1
user_2384,男,55,2024-05-31,北京,手机,1
user_2385,女,49,2024-06-01,四川,手机,1
user_2386,男,45,2024-08-06,上海,电脑,0
user_2387,女,34,2024-08-05,四川,电脑,0
user_2388,女,48,2024-10-11,广东,平板,1
user_2389,男,25,2023-10-27,北京,平板,0
user_2390,男,57,2024-04-03,北京,手机,0
user_2391,女,42,2024-04-10,上海,手机,0
user_2392,女,26,2025-06-07,广东,手机,1
user_2393,男,19,2024-01-31,四川,电脑,1
user_2394,女,32,2024-04-21,上海,电脑,1
user_2395,男,20,2024-05-08,广东,平板,1
user_2396,男,53,2025-02-16,四川,手机,0
user_2397,女,21,2024-03-14,上海,平板,1
user_2398,男,31,2024-12-04,浙江,手机,1
user_2399,女,58,2024-10-02,浙江,手机,0
user_2400,男,58,2023-08-05,广东,手机,0
user_2401,女,42,2025-02-28,北京,电脑,0
user_2402,女,27,2024-10-28,广东,电脑,0
user_2403,男,38,2024-11-09,广东,手机,0
user_2404,女,53,2024-03-11,上海,电脑,0
user_2405,男,29,2023-08-16,上海,平板,1
user_2406,女,44,2024-03-08,北京,平板,1
user_2407,女,57,2023-09-07,四川,电脑,0
user_2408,男,19,2024-09-01,上海,电脑,1
user_2409,男,30,2024-12-03,广东,平板,1
user_2410,女,49,2024-04-21,四川,手机,1
user_2411,男,48,2024-02-01,四川,平板,0
user_2412,男,33,2024-01-07,上海,电脑,1
user_2413,男,49,2025-01-08,广东,平板,0
user_2414,女,49,2025-04-17,浙江,手机,1
user_2415,女,51,2024-11-16,浙江,平板,1
user_2416,女,28,2025-05-29,浙江,平板,0
user_2417,女,27,2024-10-06,北京,电脑,1
user_2418,女,32,2025-05-04,北京,平板,0
user_2419,男,34,2023-10-20,上海,手机,0
user_2420,男,57,2024-03-10,北京,平板,1
user_2421,女,35,2023-08-28,北京,电脑,0
user_2422,女,26,2024-09-20,浙江,平板,0
user_2423,女,42,2024-11-22,北京,平板,0
user_2424,男,57,2023-10-13,浙江,平板,1
user_2425,男,31,2025-06-07,四川,平板,0
user_2426,女,42,2024-03-23,上海,平板,0
user_2427,男,39,2024-02-21,北京,电脑,0
user_2428,女,47,2024-11-16,北京,电脑,1
user_2429,女,37,2024-12-19,上海,电脑,0
user_2430,女,38,2024-11-21,上海,平板,0
user_2431,女,49,2024-04-25,广东,电脑,1
user_2432,女,38,2023-10-04,上海,手机,1
user_2433,男,52,2024-09-30,广东,平板,0
user_2434,女,49,2024-12-27,四川,电脑,0
user_2435,女,47,2025-06-23,北京,平板,1
user_2436,女,56,2023-08-30,广东,电脑,0
user_2437,男,29,2024-02-21,广东,平板,0
user_2438,女,58,2024-09-02,广东,手机,0
user_2439,女,35,2024-04-13,浙江,手机,0
user_2440,男,38,2024-11-06,浙江,手机,1
user_2441,男,30,2025-03-01,上海,平板,1
user_2442,男,38,2024-03-07,浙江,电脑,1
user_2443,女,25,2025-03-18,广东,电脑,0
user_2444,女,57,2023-10-03,北京,电脑,1
user_2445,男,24,2024-11-27,上海,电脑,1
user_2446,男,40,2024-12-22,广东,平板,0
user_2447,男,49,2025-03-30,上海,电脑,0
user_2448,男,28,2025-01-19,浙江,电脑,1
user_2449,男,39,2024-12-09,上海,平板,0
